file,folder,activity,subject,walking_nonwalking,normal_abnormal,n_samples,source,session_id
NEVO_WalkingNormal_Preprocessed_27.csv,Normal,walking_normal,subj05,0,0,1495,bundle:정완2.json,2026-08-07T06:10:19.188Z
NEVO_WalkingNormal_Preprocessed_28.csv,Normal,walking_normal,subj05,0,0,1494,bundle:정완2.json,2026-08-07T06:09:40.297Z
NEVO_WalkingNormal_Preprocessed_29.csv,Normal,walking_normal,subj05,0,0,1495,bundle:정완2.json,2026-08-07T06:08:20.656Z
NEVO_SimShuffle_Preprocessed_3.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T06:06:01.553Z
NEVO_SimShuffle_Preprocessed_4.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T06:05:22.595Z
NEVO_SimShuffle_Preprocessed_5.csv,Abnormal,sim_shuffle,subj05,0,1,1494,bundle:정완2.json,2026-08-07T06:04:44.272Z
NEVO_SimShuffle_Preprocessed_6.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T06:04:05.566Z
NEVO_SimShuffle_Preprocessed_7.csv,Abnormal,sim_shuffle,subj05,0,1,1492,bundle:정완2.json,2026-08-07T06:03:26.995Z
NEVO_SimShuffle_Preprocessed_8.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T06:02:12.206Z
NEVO_SimShuffle_Preprocessed_9.csv,Abnormal,sim_shuffle,subj05,0,1,1494,bundle:정완2.json,2026-08-07T06:00:43.623Z
NEVO_SimShuffle_Preprocessed_10.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T06:00:04.211Z
NEVO_SimShuffle_Preprocessed_11.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:58:54.524Z
NEVO_SimShuffle_Preprocessed_12.csv,Abnormal,sim_shuffle,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:57:39.461Z
NEVO_SimLimpRight_Preprocessed_4.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:56:12.503Z
NEVO_SimLimpRight_Preprocessed_5.csv,Abnormal,sim_limp_right,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:55:32.656Z
NEVO_SimLimpRight_Preprocessed_6.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:54:52.247Z
NEVO_SimLimpRight_Preprocessed_7.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:54:12.650Z
NEVO_SimLimpRight_Preprocessed_8.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:53:33.896Z
NEVO_SimLimpRight_Preprocessed_9.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:52:54.032Z
NEVO_SimLimpRight_Preprocessed_10.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:52:13.420Z
NEVO_SimLimpRight_Preprocessed_11.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:51:33.883Z
NEVO_SimLimpRight_Preprocessed_12.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:50:53.694Z
NEVO_SimLimpRight_Preprocessed_13.csv,Abnormal,sim_limp_right,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:50:11.168Z
NEVO_SimLimpLeft_Preprocessed_4.csv,Abnormal,sim_limp_left,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:49:01.156Z
NEVO_SimLimpLeft_Preprocessed_5.csv,Abnormal,sim_limp_left,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:48:20.481Z
NEVO_SimLimpLeft_Preprocessed_6.csv,Abnormal,sim_limp_left,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:46:45.813Z
NEVO_SimLimpLeft_Preprocessed_7.csv,Abnormal,sim_limp_left,subj05,0,1,1493,bundle:정완2.json,2026-08-07T05:46:05.024Z
NEVO_SimLimpLeft_Preprocessed_8.csv,Abnormal,sim_limp_left,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:45:11.271Z
NEVO_SimLimpLeft_Preprocessed_9.csv,Abnormal,sim_limp_left,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:44:27.522Z
NEVO_SimLimpLeft_Preprocessed_10.csv,Abnormal,sim_limp_left,subj05,0,1,1494,bundle:정완2.json,2026-08-07T05:43:41.882Z
NEVO_SimLimpLeft_Preprocessed_11.csv,Abnormal,sim_limp_left,subj05,0,1,1493,bundle:정완2.json,2026-08-07T05:42:17.294Z
NEVO_SimLimpLeft_Preprocessed_12.csv,Abnormal,sim_limp_left,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:41:36.965Z
NEVO_SimLimpLeft_Preprocessed_13.csv,Abnormal,sim_limp_left,subj05,0,1,1495,bundle:정완2.json,2026-08-07T05:40:52.633Z
NEVO_WalkingNormal_Preprocessed_30.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:25:58.977Z
NEVO_WalkingNormal_Preprocessed_31.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:24:34.940Z
NEVO_WalkingNormal_Preprocessed_32.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:22:33.935Z
NEVO_WalkingNormal_Preprocessed_33.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T16:21:24.179Z
NEVO_WalkingFast_Preprocessed_1.csv,Normal,walking_fast,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:20:38.717Z
NEVO_WalkingFast_Preprocessed_2.csv,Normal,walking_fast,subj04,0,0,1496,bundle:충환.json,2026-08-11T16:19:42.908Z
NEVO_WalkingNormal_Preprocessed_34.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:18:44.491Z
NEVO_WalkingNormal_Preprocessed_35.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T16:17:33.967Z
NEVO_WalkingNormal_Preprocessed_36.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:16:50.523Z
NEVO_WalkingNormal_Preprocessed_37.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:14:34.874Z
NEVO_WalkingNormal_Preprocessed_38.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T16:13:24.245Z
NEVO_WalkingNormal_Preprocessed_39.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:12:29.239Z
NEVO_WalkingNormal_Preprocessed_40.csv,Normal,walking_normal,subj04,0,0,118,bundle:충환.json,2026-08-11T16:11:50.361Z
NEVO_WalkingNormal_Preprocessed_41.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:09:49.561Z
NEVO_WalkingNormal_Preprocessed_42.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:02:22.467Z
NEVO_WalkingNormal_Preprocessed_43.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T16:00:31.439Z
NEVO_WalkingNormal_Preprocessed_44.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T15:59:54.943Z
NEVO_WalkingNormal_Preprocessed_45.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T15:59:17.691Z
NEVO_WalkingNormal_Preprocessed_46.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T15:58:40.410Z
NEVO_WalkingNormal_Preprocessed_47.csv,Normal,walking_normal,subj04,0,0,1495,bundle:충환.json,2026-08-11T15:57:59.404Z
NEVO_WalkingNormal_Preprocessed_48.csv,Normal,walking_normal,subj04,0,0,1496,bundle:충환.json,2026-08-11T15:48:17.215Z
NEVO_WalkingNormal_Preprocessed_49.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171408_subj02_walking_normal.json,2026-08-09T08:14:08.638Z
NEVO_WalkingNormal_Preprocessed_50.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_165911_subj02_walking_normal.json,2026-08-09T07:59:11.709Z
NEVO_WalkingNormal_Preprocessed_51.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_165537_subj02_walking_normal.json,2026-08-09T07:55:37.885Z
NEVO_WalkingNormal_Preprocessed_52.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171245_subj02_walking_normal.json,2026-08-09T08:12:45.446Z
NEVO_WalkingNormal_Preprocessed_53.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_165658_subj02_walking_normal.json,2026-08-09T07:56:58.167Z
NEVO_WalkingNormal_Preprocessed_54.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_165803_subj02_walking_normal.json,2026-08-09T07:58:03.195Z
NEVO_WalkingNormal_Preprocessed_55.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_170817_subj02_walking_normal.json,2026-08-09T08:08:17.338Z
NEVO_WalkingNormal_Preprocessed_56.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171611_subj02_walking_normal.json,2026-08-09T08:16:11.744Z
NEVO_WalkingNormal_Preprocessed_57.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171140_subj02_walking_normal.json,2026-08-09T08:11:40.223Z
NEVO_WalkingNormal_Preprocessed_58.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_120209_subj02_walking_normal.json,2026-08-09T03:02:09.312Z
NEVO_WalkingNormal_Preprocessed_59.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171513_subj02_walking_normal.json,2026-08-09T08:15:13.012Z
NEVO_WalkingNormal_Preprocessed_60.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_170553_subj02_walking_normal.json,2026-08-09T08:05:53.573Z
NEVO_WalkingNormal_Preprocessed_61.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_170717_subj02_walking_normal.json,2026-08-09T08:07:17.218Z
NEVO_WalkingNormal_Preprocessed_62.csv,Normal,walking_normal,subj02,0,0,1500,nevo.zip:nevo/20260809_170021_subj02_walking_normal.json,2026-08-09T08:00:21.802Z
NEVO_WalkingNormal_Preprocessed_63.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_170447_subj02_walking_normal.json,2026-08-09T08:04:47.155Z
NEVO_WalkingNormal_Preprocessed_64.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_170140_subj02_walking_normal.json,2026-08-09T08:01:40.085Z
NEVO_WalkingNormal_Preprocessed_65.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_171030_subj02_walking_normal.json,2026-08-09T08:10:30.496Z
NEVO_WalkingNormal_Preprocessed_66.csv,Normal,walking_normal,subj02,0,0,1499,nevo.zip:nevo/20260809_170923_subj02_walking_normal.json,2026-08-09T08:09:23.444Z
NEVO_SimHesitating_Preprocessed_3.csv,Abnormal,sim_hesitating,subj05,0,1,1493,07-02zip,20260702_171645_subj05_sim_hesitating
NEVO_SimHesitating_Preprocessed_4.csv,Abnormal,sim_hesitating,subj03,0,1,1507,07-02zip,20260702_171659_subj03_sim_hesitating
NEVO_SimHesitating_Preprocessed_5.csv,Abnormal,sim_hesitating,subj02,0,1,1500,07-02zip,20260702_171700_subj02_sim_hesitating
NEVO_SimHesitating_Preprocessed_6.csv,Abnormal,sim_hesitating,subj01,0,1,1505,07-02zip,20260702_171712_subj01_sim_hesitating
NEVO_SimHesitating_Preprocessed_7.csv,Abnormal,sim_hesitating,subj05,0,1,1493,07-02zip,20260702_171744_subj05_sim_hesitating
NEVO_SimHesitating_Preprocessed_8.csv,Abnormal,sim_hesitating,subj01,0,1,1505,07-02zip,20260702_171820_subj01_sim_hesitating
NEVO_SimLimpLeft_Preprocessed_14.csv,Abnormal,sim_limp_left,subj04,0,1,1495,07-02zip,20260702_165943_subj04_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_15.csv,Abnormal,sim_limp_left,subj04,0,1,1495,07-02zip,20260702_170115_subj04_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_16.csv,Abnormal,sim_limp_left,subj05,0,1,1495,07-02zip,20260702_170258_subj05_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_17.csv,Abnormal,sim_limp_left,subj04,0,1,1495,07-02zip,20260702_170313_subj04_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_18.csv,Abnormal,sim_limp_left,subj01,0,1,1504,07-02zip,20260702_170412_subj01_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_19.csv,Abnormal,sim_limp_left,subj03,0,1,1508,07-02zip,20260702_170431_subj03_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_20.csv,Abnormal,sim_limp_left,subj02,0,1,1500,07-02zip,20260702_170518_subj02_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_21.csv,Abnormal,sim_limp_left,subj01,0,1,1505,07-02zip,20260702_170547_subj01_sim_limp_left
NEVO_SimLimpLeft_Preprocessed_22.csv,Abnormal,sim_limp_left,subj05,0,1,1491,07-02zip,20260702_171334_subj05_sim_limp_left
NEVO_SimLimpRight_Preprocessed_14.csv,Abnormal,sim_limp_right,subj01,0,1,1505,07-02zip,20260702_170059_subj01_sim_limp_right
NEVO_SimLimpRight_Preprocessed_15.csv,Abnormal,sim_limp_right,subj02,0,1,1500,07-02zip,20260702_170333_subj02_sim_limp_right
NEVO_SimLimpRight_Preprocessed_16.csv,Abnormal,sim_limp_right,subj05,0,1,1494,07-02zip,20260702_170501_subj05_sim_limp_right
NEVO_SimLimpRight_Preprocessed_17.csv,Abnormal,sim_limp_right,subj05,0,1,1493,07-02zip,20260702_170606_subj05_sim_limp_right
NEVO_SimLimpRight_Preprocessed_18.csv,Abnormal,sim_limp_right,subj04,0,1,1495,07-02zip,20260702_170645_subj04_sim_limp_right
NEVO_SimLimpRight_Preprocessed_19.csv,Abnormal,sim_limp_right,subj03,0,1,1508,07-02zip,20260702_170716_subj03_sim_limp_right
NEVO_SimLimpRight_Preprocessed_20.csv,Abnormal,sim_limp_right,subj04,0,1,1495,07-02zip,20260702_170934_subj04_sim_limp_right
NEVO_SimLimpRight_Preprocessed_21.csv,Abnormal,sim_limp_right,subj03,0,1,1508,07-02zip,20260702_170950_subj03_sim_limp_right
NEVO_SimLimpRight_Preprocessed_22.csv,Abnormal,sim_limp_right,subj04,0,1,1495,07-02zip,20260702_171113_subj04_sim_limp_right
NEVO_SimLimpRight_Preprocessed_23.csv,Abnormal,sim_limp_right,subj03,0,1,1508,07-02zip,20260702_171149_subj03_sim_limp_right
NEVO_SimLimpRight_Preprocessed_24.csv,Abnormal,sim_limp_right,subj01,0,1,1504,07-02zip,20260702_171214_subj01_sim_limp_right
NEVO_SimLimpRight_Preprocessed_25.csv,Abnormal,sim_limp_right,subj04,0,1,1495,07-02zip,20260702_171226_subj04_sim_limp_right
NEVO_SimShuffle_Preprocessed_13.csv,Abnormal,sim_shuffle,subj05,0,1,1494,07-02zip,20260702_170708_subj05_sim_shuffle
NEVO_SimShuffle_Preprocessed_14.csv,Abnormal,sim_shuffle,subj01,0,1,1505,07-02zip,20260702_170745_subj01_sim_shuffle
NEVO_SimShuffle_Preprocessed_15.csv,Abnormal,sim_shuffle,subj05,0,1,1495,07-02zip,20260702_170855_subj05_sim_shuffle
NEVO_SimShuffle_Preprocessed_16.csv,Abnormal,sim_shuffle,subj01,0,1,1505,07-02zip,20260702_170943_subj01_sim_shuffle
NEVO_SimShuffle_Preprocessed_17.csv,Abnormal,sim_shuffle,subj03,0,1,1508,07-02zip,20260702_171323_subj03_sim_shuffle
NEVO_SimShuffle_Preprocessed_18.csv,Abnormal,sim_shuffle,subj04,0,1,1495,07-02zip,20260702_171356_subj04_sim_shuffle
NEVO_SimShuffle_Preprocessed_19.csv,Abnormal,sim_shuffle,subj03,0,1,1507,07-02zip,20260702_171921_subj03_sim_shuffle
NEVO_SimWideBase_Preprocessed_1.csv,Abnormal,sim_wide_base,subj02,0,1,1500,07-02zip,20260702_170741_subj02_sim_wide_base
NEVO_SimLimpLeft_Preprocessed_23.csv,Abnormal,sim_limp_left,subj05,0,1,1494,새로운데이터셋/csv:20260717_145941_subj05_sim_limp_left.csv,20260717_145941_subj05_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_24.csv,Abnormal,sim_limp_left,subj05,0,1,1495,새로운데이터셋/csv:20260717_151020_subj05_sim_limp_left.csv,20260717_151020_subj05_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_25.csv,Abnormal,sim_limp_left,subj05,0,1,1496,새로운데이터셋/csv:20260717_151121_subj05_sim_limp_left.csv,20260717_151121_subj05_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_26.csv,Abnormal,sim_limp_left,subj05,0,1,1495,새로운데이터셋/csv:20260717_152120_subj05_sim_limp_left.csv,20260717_152120_subj05_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_27.csv,Abnormal,sim_limp_left,subj01,0,1,1505,새로운데이터셋/csv:20260807_004117_subj01_sim_limp_left.csv,20260807_004117_subj01_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_28.csv,Abnormal,sim_limp_left,subj01,0,1,1504,새로운데이터셋/csv:20260807_004156_subj01_sim_limp_left.csv,20260807_004156_subj01_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_29.csv,Abnormal,sim_limp_left,subj01,0,1,1504,새로운데이터셋/csv:20260807_004235_subj01_sim_limp_left.csv,20260807_004235_subj01_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_30.csv,Abnormal,sim_limp_left,subj01,0,1,1504,새로운데이터셋/csv:20260807_004315_subj01_sim_limp_left.csv,20260807_004315_subj01_sim_limp_left.csv
NEVO_SimLimpLeft_Preprocessed_31.csv,Abnormal,sim_limp_left,subj01,0,1,1505,새로운데이터셋/csv:20260807_004355_subj01_sim_limp_left.csv,20260807_004355_subj01_sim_limp_left.csv
NEVO_SimLimpRight_Preprocessed_26.csv,Abnormal,sim_limp_right,subj05,0,1,1494,새로운데이터셋/csv:20260717_152213_subj05_sim_limp_right.csv,20260717_152213_subj05_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_27.csv,Abnormal,sim_limp_right,subj05,0,1,1495,새로운데이터셋/csv:20260717_152321_subj05_sim_limp_right.csv,20260717_152321_subj05_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_28.csv,Abnormal,sim_limp_right,subj05,0,1,1495,새로운데이터셋/csv:20260717_152410_subj05_sim_limp_right.csv,20260717_152410_subj05_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_29.csv,Abnormal,sim_limp_right,subj05,0,1,1495,새로운데이터셋/csv:20260717_152536_subj05_sim_limp_right.csv,20260717_152536_subj05_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_30.csv,Abnormal,sim_limp_right,subj01,0,1,1505,새로운데이터셋/csv:20260807_003118_subj01_sim_limp_right.csv,20260807_003118_subj01_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_31.csv,Abnormal,sim_limp_right,subj01,0,1,1505,새로운데이터셋/csv:20260807_003633_subj01_sim_limp_right.csv,20260807_003633_subj01_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_32.csv,Abnormal,sim_limp_right,subj01,0,1,1505,새로운데이터셋/csv:20260807_003801_subj01_sim_limp_right.csv,20260807_003801_subj01_sim_limp_right.csv
NEVO_SimLimpRight_Preprocessed_33.csv,Abnormal,sim_limp_right,subj01,0,1,1504,새로운데이터셋/csv:20260807_003904_subj01_sim_limp_right.csv,20260807_003904_subj01_sim_limp_right.csv
NEVO_SimShuffle_Preprocessed_20.csv,Abnormal,sim_shuffle,subj05,0,1,1493,새로운데이터셋/csv:20260717_144824_subj05_sim_shuffle.csv,20260717_144824_subj05_sim_shuffle.csv
NEVO_SimShuffle_Preprocessed_21.csv,Abnormal,sim_shuffle,subj05,0,1,1493,새로운데이터셋/csv:20260717_145308_subj05_sim_shuffle.csv,20260717_145308_subj05_sim_shuffle.csv
NEVO_SimShuffle_Preprocessed_22.csv,Abnormal,sim_shuffle,subj05,0,1,1491,새로운데이터셋/csv:20260717_145411_subj05_sim_shuffle.csv,20260717_145411_subj05_sim_shuffle.csv
NEVO_SimShuffle_Preprocessed_23.csv,Abnormal,sim_shuffle,subj05,0,1,1494,새로운데이터셋/csv:20260717_145837_subj05_sim_shuffle.csv,20260717_145837_subj05_sim_shuffle.csv
NEVO_WalkingNormal_Preprocessed_67.csv,Normal,walking_normal,subj05,0,0,1495,새로운데이터셋/csv:20260717_150221_subj05_walking_normal.csv,20260717_150221_subj05_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_68.csv,Normal,walking_normal,subj05,0,0,1495,새로운데이터셋/csv:20260717_150344_subj05_walking_normal.csv,20260717_150344_subj05_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_69.csv,Normal,walking_normal,subj05,0,0,1494,새로운데이터셋/csv:20260717_150438_subj05_walking_normal.csv,20260717_150438_subj05_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_70.csv,Normal,walking_normal,subj05,0,0,1495,새로운데이터셋/csv:20260717_150546_subj05_walking_normal.csv,20260717_150546_subj05_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_71.csv,Normal,walking_normal,subj01,0,0,3009,새로운데이터셋/csv:20260807_000623_subj01_walking_normal.csv,20260807_000623_subj01_walking_normal.csv
NEVO_WalkingNormal_Preprocessed_72.csv,Normal,walking_normal,subj01,0,0,3009,새로운데이터셋/csv:20260807_000739_subj01_walking_normal.csv,20260807_000739_subj01_walking_normal.csv
